customer_id,ciudad,canal_preferido,edad,fecha_registro
C210110,Villavicencio,web,28,2024-08-12
C210111,Bucaramanga,app,18,2024-09-25
C210112,Cartagena,web,29,2025-02-27
C210113,Santa Marta,app,24,2024-04-26
C210114,Sincelejo,web,18,2024-06-10
C210115,Cali,web,52,2024-06-14
C210116,Popayán,web,35,2024-05-18
C210117,Sincelejo,web,35,2024-06-14
C210118,Popayán,web,41,2025-09-03
C210119,Florencia,app,35,2024-01-17
C210120,Pereira,web,38,2025-10-07
C210121,Yopal,app,40,2025-09-22
C210122,Tunja,tienda,28,2025-05-05
C210123,Tunja,web,38,2025-10-05
C210124,Cartagena,app,36,2025-03-10
C210125,Bucaramanga,app,18,2024-03-03
C210126,Pasto,tienda,33,2025-02-28
C210127,Yopal,callcenter,28,2025-01-09
C210128,Yopal,tienda,26,2025-06-02
C210129,Montería,app,47,2025-02-07
C210130,Yopal,tienda,40,2025-05-26
C210131,Florencia,web,18,2025-08-09
C210132,Sincelejo,web,35,2024-12-03
C210133,Cali,web,41,2024-03-13
C210134,Medellín,web,18,2025-07-28
C210135,Bogotá,web,18,2024-11-25
C210136,Pereira,web,31,2024-10-25
C210137,Ibagué,tienda,42,2024-07-29
C210138,Barranquilla,web,34,2025-05-30
C210139,Barranquilla,web,32,2024-12-15
C210140,Popayán,web,53,2025-03-26
C210141,Popayán,web,27,2025-02-22
C210142,Pasto,web,44,2025-07-09
C210143,Ibagué,web,34,2024-07-08
C210144,Ibagué,web,32,2024-04-15
C210145,Barranquilla,web,36,2024-12-11
C210146,Pereira,app,51,2025-03-17
C210147,Sincelejo,app,53,2024-10-25
C210148,Neiva,app,40,2024-10-23
C210149,Cali,web,46,2024-09-14
C210150,Medellín,web,25,2024-08-31
C210151,Florencia,app,47,2025-04-10
C210152,Cartagena,tienda,32,2025-06-16
C210153,Barranquilla,tienda,46,2024-04-29
C210154,Medellín,web,46,2024-03-17
C210155,Cali,tienda,24,2024-03-26
C210156,Villavicencio,web,43,2024-05-27
C210157,Montería,app,42,2024-07-04
C210158,Florencia,app,38,2025-02-24
C210159,Bogotá,web,41,2025-08-19
C210160,Pereira,tienda,41,2025-06-20
C210161,Pasto,tienda,48,2025-01-16
C210162,Barranquilla,tienda,44,2024-02-07
C210163,Villavicencio,tienda,42,2024-04-10
C210164,Sincelejo,app,37,2025-05-02
C210165,Bucaramanga,web,48,2025-06-27
C210166,Yopal,web,25,2024-04-02
C210167,Valledupar,tienda,22,2024-01-27
C210168,Manizales,app,28,2025-04-17
C210169,Manizales,web,34,2025-05-06
C210170,Cartagena,app,49,2024-04-20
C210171,Popayán,callcenter,52,2024-03-05
C210172,Villavicencio,web,39,2024-09-22
C210173,Santa Marta,web,37,2025-10-28
C210174,Ibagué,web,41,2025-01-07
C210175,Manizales,web,21,2025-01-15
C210176,Pereira,app,43,2024-01-07
C210177,Neiva,web,36,2025-06-02
C210178,Tunja,web,42,2024-11-24
C210179,Manizales,web,28,2025-09-29
C210180,Cali,app,53,2024-10-19
C210181,Yopal,web,21,2024-03-20
C210182,Bogotá,tienda,47,2025-08-29
C210183,Barranquilla,web,20,2025-04-25
C210184,Manizales,app,32,2025-04-30
C210185,Medellín,tienda,50,2024-10-05
C210186,Bucaramanga,web,40,2024-02-16
C210187,Bogotá,app,35,2024-03-12
C210188,Montería,app,31,2024-08-30
C210189,Neiva,tienda,30,2025-09-27
C210190,Yopal,app,42,2025-06-12
C210191,Valledupar,app,39,2024-06-24
C210192,Cali,web,27,2024-02-04
C210193,Pasto,web,47,2024-05-25
C210194,Pereira,tienda,29,2025-10-29
C210195,Tunja,web,36,2024-09-30
C210196,Popayán,web,64,2025-06-18
C210197,Manizales,web,22,2024-06-26
C210198,Manizales,callcenter,44,2025-08-17
C210199,Yopal,app,39,2024-02-04
C210200,Popayán,app,36,2025-08-23
C210201,Tunja,tienda,42,2025-10-14
C210202,Montería,app,37,2024-04-22
C210203,Montería,tienda,36,2024-06-22
C210204,Florencia,web,57,2024-02-01
C210205,Valledupar,tienda,40,2024-04-22
C210206,Bucaramanga,app,34,2024-11-03
C210207,Cali,callcenter,33,2025-09-22
C210208,Villavicencio,web,18,2024-03-22
C210209,Neiva,tienda,40,2024-02-19
C210210,Sincelejo,callcenter,43,2025-08-21
C210211,Cali,web,37,2024-12-21
C210212,Yopal,web,20,2025-09-08
C210213,Cali,web,28,2025-07-31
C210214,Bucaramanga,web,36,2025-10-14
C210215,Tunja,web,35,2024-02-07
C210216,Santa Marta,web,52,2024-04-17
C210217,Barranquilla,tienda,35,2025-03-12
C210218,Barranquilla,app,52,2025-02-05
C210219,Popayán,app,24,2024-04-17
C210220,Ibagué,app,45,2024-02-06
C210221,Medellín,app,23,2025-01-22
C210222,Florencia,callcenter,29,2025-03-17
C210223,Valledupar,tienda,18,2024-06-26
C210224,Pasto,web,43,2025-06-21
C210225,Bogotá,tienda,36,2024-08-20
C210226,Ibagué,app,42,2025-07-13
C210227,Santa Marta,tienda,32,2024-12-08
C210228,Cartagena,app,38,2024-07-19
C210229,Sincelejo,web,49,2024-04-06
C210230,Montería,callcenter,38,2024-06-20
C210231,Cali,web,47,2025-01-29
C210232,Pereira,tienda,41,2024-09-27
C210233,Santa Marta,web,26,2025-01-04
C210234,Cali,web,27,2024-04-24
C210235,Valledupar,app,26,2025-02-13
C210236,Yopal,web,35,2024-07-15
C210237,Ibagué,app,35,2025-02-13
C210238,Tunja,web,38,2025-07-19
C210239,Florencia,app,30,2024-01-25
C210240,Tunja,app,24,2025-02-11
C210241,Santa Marta,app,21,2025-03-09
C210242,Sincelejo,web,33,2025-06-06
C210243,Florencia,tienda,23,2025-02-21
C210244,Medellín,app,34,2025-09-18
C210245,Valledupar,tienda,36,2024-02-14
C210246,Barranquilla,web,30,2024-12-17
C210247,Yopal,tienda,23,2024-06-12
C210248,Popayán,web,28,2025-06-06
C210249,Cartagena,web,36,2024-08-22
C210250,Bogotá,web,18,2025-01-14
C210251,Medellín,web,49,2024-10-18
C210252,Pasto,tienda,37,2025-01-16
C210253,Neiva,tienda,37,2024-08-12
C210254,Cartagena,web,26,2024-09-04
C210255,Manizales,web,31,2025-06-19
C210256,Pasto,tienda,28,2025-09-17
C210257,Medellín,web,25,2025-03-04
C210258,Bucaramanga,web,25,2025-07-30
C210259,Manizales,web,31,2025-04-29
C210260,Valledupar,web,36,2024-04-18
C210261,Pasto,tienda,49,2024-09-05
C210262,Medellín,web,27,2024-01-28
C210263,Ibagué,web,25,2024-08-15
C210264,Popayán,tienda,43,2024-10-14
C210265,Cali,app,33,2025-04-11
C210266,Yopal,web,29,2024-05-24
C210267,Florencia,web,33,2024-11-09
C210268,Medellín,tienda,38,2025-02-14
C210269,Montería,app,36,2024-01-11
C210270,Cali,web,37,2024-04-07
C210271,Neiva,web,34,2025-10-29
C210272,Florencia,app,31,2025-05-22
C210273,Florencia,web,24,2025-03-27
C210274,Cali,app,33,2024-07-16
C210275,Valledupar,app,43,2025-01-18
C210276,Popayán,web,41,2025-03-02
C210277,Bucaramanga,tienda,31,2025-04-24
C210278,Cartagena,tienda,47,2024-07-17
C210279,Medellín,tienda,35,2024-12-18
C210280,Barranquilla,web,34,2024-05-31
C210281,Medellín,web,33,2025-03-05
C210282,Popayán,web,32,2024-08-09
C210283,Tunja,app,38,2025-01-30
C210284,Ibagué,app,18,2025-10-23
C210285,Montería,app,43,2024-01-11
C210286,Neiva,web,43,2024-12-03
C210287,Popayán,web,34,2024-12-08
C210288,Santa Marta,app,40,2024-07-16
C210289,Ibagué,web,27,2024-10-10
C210290,Bogotá,app,36,2025-03-17
C210291,Medellín,app,34,2025-05-14
C210292,Bogotá,web,35,2024-01-02
C210293,Manizales,callcenter,32,2024-08-29
C210294,Valledupar,app,35,2025-10-04
C210295,Florencia,web,39,2025-07-15
C210296,Sincelejo,app,24,2025-07-08
C210297,Bogotá,app,36,2024-08-03
C210298,Valledupar,callcenter,35,2025-06-21
C210299,Popayán,web,34,2024-02-28
C210300,Medellín,web,27,2024-03-17
C210301,Sincelejo,tienda,38,2024-07-26
C210302,Sincelejo,web,18,2025-06-27
C210303,Bucaramanga,app,21,2025-03-25
C210304,Neiva,tienda,34,2024-02-09
C210305,Neiva,web,31,2024-09-03
C210306,Valledupar,web,23,2024-06-16
C210307,Bucaramanga,app,21,2025-02-11
C210308,Barranquilla,web,36,2025-07-21
C210309,Villavicencio,web,47,2024-03-30
C210310,Barranquilla,app,32,2025-08-19
C210311,Florencia,tienda,28,2025-02-18
C210312,Montería,web,25,2024-01-13
C210313,Montería,tienda,23,2025-02-14
C210314,Manizales,web,36,2024-10-10
C210315,Pasto,web,41,2024-12-24
C210316,Neiva,app,26,2025-09-19
C210317,Medellín,app,35,2024-01-30
C210318,Ibagué,web,47,2024-05-03
C210319,Ibagué,web,29,2025-01-28
C210320,Cali,web,30,2024-05-11
C210321,Yopal,app,37,2024-07-20
C210322,Bogotá,app,28,2025-07-11
C210323,Ibagué,callcenter,53,2024-02-09
C210324,Neiva,web,35,2024-05-13
C210325,Valledupar,web,23,2025-09-17
C210326,Yopal,web,30,2024-08-21
C210327,Medellín,web,29,2024-02-01
C210328,Bogotá,tienda,56,2024-08-02
C210329,Ibagué,app,52,2024-10-08
C210330,Medellín,web,27,2024-01-02
C210331,Cali,web,37,2025-04-08
C210332,Medellín,web,32,2025-06-21
C210333,Bucaramanga,tienda,29,2024-08-08
C210334,Villavicencio,web,33,2024-07-19
C210335,Pereira,web,18,2025-08-15
C210336,Santa Marta,web,47,2024-07-14
C210337,Medellín,web,28,2024-04-08
C210338,Pasto,tienda,35,2024-05-28
C210339,Montería,tienda,27,2025-02-17
C210340,Florencia,web,35,2024-12-22
C210341,Ibagué,app,26,2025-06-04
C210342,Santa Marta,web,28,2025-06-11
C210343,Bucaramanga,app,32,2024-08-28
C210344,Florencia,web,43,2024-01-25
C210345,Sincelejo,web,37,2024-11-28
C210346,Popayán,tienda,28,2025-08-15
C210347,Barranquilla,callcenter,38,2024-03-17
C210348,Cali,app,46,2024-03-28
C210349,Cali,web,54,2025-05-08
C210350,Cartagena,web,35,2024-07-05
C210351,Valledupar,web,44,2024-11-06
C210352,Manizales,web,27,2024-03-11
C210353,Popayán,tienda,27,2024-10-11
C210354,Montería,web,33,2024-10-24
C210355,Ibagué,web,28,2025-06-13
C210356,Villavicencio,app,43,2024-04-27
C210357,Santa Marta,web,27,2024-05-31
C210358,Montería,app,31,2025-02-23
C210359,Valledupar,app,31,2025-07-07
C210360,Santa Marta,app,42,2025-01-23
C210361,Ibagué,web,18,2024-12-19
C210362,Tunja,tienda,46,2024-05-12
C210363,Cartagena,tienda,37,2024-10-03
C210364,Pasto,web,28,2025-10-28
C210365,Valledupar,callcenter,51,2025-03-03
C210366,Tunja,web,18,2025-05-18
C210367,Barranquilla,app,36,2025-05-08
C210368,Medellín,tienda,23,2024-03-30
C210369,Montería,callcenter,44,2024-08-27
C210370,Neiva,web,37,2025-02-18
C210371,Florencia,web,25,2024-02-14
C210372,Popayán,callcenter,32,2024-12-08
C210373,Cartagena,web,23,2024-10-24
C210374,Cali,tienda,31,2025-01-13
C210375,Manizales,web,33,2025-01-01
C210376,Bucaramanga,web,45,2025-06-06
C210377,Tunja,web,38,2025-01-14
C210378,Ibagué,app,18,2024-03-09
C210379,Santa Marta,tienda,18,2024-05-03
C210380,Valledupar,app,39,2024-12-06
C210381,Manizales,web,21,2024-06-05
C210382,Barranquilla,app,43,2024-09-22
C210383,Montería,web,32,2024-08-05
C210384,Bucaramanga,tienda,39,2025-10-03
C210385,Medellín,app,30,2025-05-02
C210386,Ibagué,web,41,2025-04-12
C210387,Villavicencio,web,45,2025-10-12
C210388,Villavicencio,app,44,2024-01-10
C210389,Barranquilla,app,46,2024-01-04
C210390,Bogotá,app,41,2024-10-13
C210391,Popayán,web,44,2025-06-04
C210392,Medellín,app,29,2024-05-09
C210393,Cartagena,app,39,2025-04-24
C210394,Cartagena,app,35,2024-03-17
C210395,Yopal,tienda,66,2024-10-18
C210396,Sincelejo,tienda,29,2025-09-25
C210397,Santa Marta,web,29,2024-04-19
C210398,Cali,web,33,2024-12-15
C210399,Medellín,web,24,2025-06-15
C210400,Cartagena,web,36,2025-10-13
C210401,Florencia,tienda,25,2025-10-21
C210402,Sincelejo,tienda,39,2025-10-23
C210403,Popayán,app,30,2024-08-23
C210404,Bogotá,callcenter,35,2024-08-26
C210405,Sincelejo,app,46,2024-02-21
C210406,Sincelejo,app,46,2025-09-30
C210407,Villavicencio,web,27,2024-07-16
C210408,Medellín,web,46,2025-05-21
C210409,Ibagué,web,34,2025-05-19
C210410,Manizales,web,27,2025-08-22
C210411,Sincelejo,web,40,2024-10-07
C210412,Pereira,tienda,30,2024-02-17
C210413,Neiva,web,31,2025-01-24
C210414,Valledupar,app,36,2025-03-09
C210415,Medellín,app,37,2025-08-07
C210416,Santa Marta,app,18,2024-09-02
C210417,Medellín,tienda,30,2025-07-01
C210418,Valledupar,web,37,2024-12-19
C210419,Montería,web,61,2024-02-05
C210420,Bogotá,web,36,2025-05-31
C210421,Florencia,app,35,2024-01-09
C210422,Pasto,web,26,2025-05-04
C210423,Cartagena,tienda,47,2025-08-16
C210424,Yopal,web,31,2025-04-01
C210425,Manizales,callcenter,40,2025-08-28
C210426,Bogotá,web,36,2024-06-12
C210427,Pasto,web,18,2025-06-19
C210428,Florencia,web,54,2025-09-24
C210429,Neiva,web,44,2025-01-05
C210430,Neiva,web,36,2024-12-18
C210431,Medellín,web,59,2025-05-24
C210432,Barranquilla,app,52,2025-02-23
C210433,Valledupar,callcenter,39,2024-03-15
C210434,Sincelejo,callcenter,34,2024-04-09
C210435,Santa Marta,app,26,2025-10-11
C210436,Valledupar,web,41,2024-11-16
C210437,Villavicencio,web,41,2024-11-16
C210438,Neiva,web,32,2025-05-11
C210439,Yopal,web,36,2025-03-27
C210440,Yopal,app,38,2025-06-11
C210441,Tunja,app,35,2025-09-04
C210442,Cartagena,app,37,2024-12-15
C210443,Pereira,app,18,2025-01-11
C210444,Sincelejo,web,32,2024-01-28
C210445,Villavicencio,tienda,25,2025-04-11
C210446,Ibagué,app,36,2025-03-13
C210447,Bucaramanga,app,34,2025-08-29
C210448,Bogotá,tienda,51,2025-10-04
C210449,Cartagena,app,38,2024-04-02
C210450,Cartagena,app,28,2025-05-21
C210451,Cali,web,36,2025-10-29
C210452,Ibagué,tienda,50,2025-05-03
C210453,Valledupar,web,24,2024-08-01
C210454,Santa Marta,tienda,44,2025-10-23
C210455,Pasto,tienda,39,2024-04-13
C210456,Yopal,web,37,2024-01-21
C210457,Sincelejo,callcenter,35,2025-07-12
C210458,Medellín,tienda,32,2025-04-20
C210459,Florencia,web,32,2024-06-14
C210460,Cartagena,app,43,2025-01-17
C210461,Montería,tienda,18,2024-03-11
C210462,Cartagena,app,39,2024-10-28
C210463,Cartagena,web,33,2024-04-16
C210464,Florencia,web,32,2024-09-12
C210465,Bogotá,tienda,50,2024-05-24
C210466,Barranquilla,app,37,2025-04-28
C210467,Santa Marta,web,37,2024-04-02
C210468,Yopal,callcenter,33,2024-12-06
C210469,Pasto,web,40,2024-06-23
C210470,Cartagena,web,52,2024-09-24
C210471,Pereira,app,45,2025-04-11
C210472,Villavicencio,web,37,2024-06-27
C210473,Villavicencio,web,34,2024-03-02
C210474,Bogotá,callcenter,50,2025-01-07
C210475,Villavicencio,tienda,22,2025-01-13
C210476,Bogotá,app,32,2024-02-04
C210477,Villavicencio,app,19,2025-08-10
C210478,Medellín,app,48,2025-08-19
C210479,Montería,web,40,2024-04-11
C210480,Popayán,web,33,2025-09-24
C210481,Valledupar,web,38,2024-11-25
C210482,Manizales,app,27,2024-05-06
C210483,Neiva,tienda,50,2024-08-18
C210484,Medellín,web,35,2025-07-11
C210485,Yopal,web,41,2024-01-03
C210486,Cali,app,46,2024-10-23
C210487,Cartagena,web,22,2025-04-13
C210488,Florencia,web,33,2024-03-10
C210489,Valledupar,web,42,2025-05-04
C210490,Pasto,web,18,2025-08-29
C210491,Cali,tienda,20,2025-03-03
C210492,Villavicencio,app,20,2025-09-27
C210493,Pereira,app,28,2025-04-29
C210494,Cartagena,app,33,2024-05-08
C210495,Cartagena,app,32,2024-02-16
C210496,Cartagena,web,30,2024-01-08
C210497,Popayán,web,23,2024-03-12
C210498,Bucaramanga,web,33,2024-03-04
C210499,Ibagué,web,30,2025-07-10
C210500,Pereira,web,32,2024-10-02
C210501,Bucaramanga,web,31,2024-08-30
C210502,Florencia,callcenter,26,2024-09-28
C210503,Medellín,app,24,2025-08-27
C210504,Ibagué,app,29,2024-02-21
C210505,Barranquilla,app,45,2024-05-30
C210506,Medellín,web,44,2025-09-03
C210507,Pereira,tienda,22,2025-08-13
C210508,Tunja,web,37,2024-01-29
C210509,Villavicencio,tienda,32,2024-07-30
C210510,Yopal,web,25,2024-02-12
C210511,Pasto,web,37,2024-02-15
C210512,Medellín,app,43,2024-10-07
C210513,Valledupar,app,53,2024-09-02
C210514,Ibagué,web,30,2024-07-18
C210515,Medellín,app,42,2025-03-12
C210516,Cartagena,web,43,2024-09-26
C210517,Cartagena,web,26,2024-08-15
C210518,Bogotá,tienda,39,2025-10-20
C210519,Montería,web,28,2024-03-25
C210520,Valledupar,app,25,2025-03-16
C210521,Medellín,web,23,2024-01-25
C210522,Florencia,callcenter,40,2025-10-18
C210523,Ibagué,app,27,2025-04-01
C210524,Montería,web,18,2024-12-17
C210525,Barranquilla,web,53,2024-08-12
C210526,Cali,app,36,2024-10-21
C210527,Tunja,web,41,2025-10-11
C210528,Villavicencio,web,38,2024-11-04
C210529,Barranquilla,tienda,36,2024-05-08
C210530,Tunja,web,32,2025-10-18
C210531,Cali,app,25,2024-12-05
C210532,Ibagué,web,27,2024-07-12
C210533,Manizales,app,48,2024-03-24
C210534,Pasto,app,38,2024-10-25
C210535,Yopal,web,42,2024-07-14
C210536,Montería,tienda,36,2024-12-29
C210537,Neiva,web,38,2025-01-18
C210538,Cali,app,27,2025-06-22
C210539,Neiva,app,46,2025-04-04
C210540,Santa Marta,web,24,2024-06-12
C210541,Bucaramanga,web,44,2025-07-23
C210542,Bogotá,web,39,2025-07-14
C210543,Pasto,web,31,2025-03-18
C210544,Florencia,app,37,2025-10-15
C210545,Montería,app,26,2025-09-25
C210546,Pasto,web,28,2024-10-12
C210547,Neiva,web,22,2025-02-07
C210548,Montería,callcenter,39,2024-04-02
C210549,Popayán,web,26,2025-03-22
C210550,Santa Marta,web,23,2025-10-21
C210551,Florencia,web,45,2025-06-03
C210552,Bogotá,app,32,2025-05-06
C210553,Pereira,app,18,2024-08-22
C210554,Montería,web,18,2025-04-26
C210555,Medellín,web,42,2024-01-01
C210556,Santa Marta,web,37,2024-09-04
C210557,Bucaramanga,app,50,2025-02-23
C210558,Yopal,tienda,33,2024-09-21
C210559,Bogotá,web,38,2024-11-14
C210560,Barranquilla,web,33,2024-02-04
C210561,Florencia,web,32,2025-01-06
C210562,Manizales,web,49,2024-04-15
C210563,Pasto,app,39,2024-01-30
C210564,Tunja,app,35,2024-07-14
C210565,Tunja,web,18,2024-05-17
C210566,Yopal,web,39,2024-09-05
C210567,Montería,web,28,2025-03-30
C210568,Manizales,web,23,2024-09-20
C210569,Sincelejo,web,45,2024-12-26
C210570,Yopal,tienda,28,2025-05-20
C210571,Medellín,tienda,41,2025-05-13
C210572,Bucaramanga,callcenter,39,2024-04-08
C210573,Sincelejo,tienda,27,2025-02-06
C210574,Cali,web,43,2025-03-17
C210575,Cali,tienda,33,2025-09-30
C210576,Ibagué,web,46,2024-05-20
C210577,Yopal,tienda,38,2025-06-04
C210578,Tunja,web,23,2025-02-01
C210579,Yopal,web,20,2025-01-26
C210580,Valledupar,web,29,2024-11-29
C210581,Neiva,app,21,2024-03-10
C210582,Valledupar,tienda,35,2024-06-23
C210583,Barranquilla,web,29,2024-11-18
C210584,Tunja,tienda,30,2024-01-31
C210585,Medellín,tienda,34,2024-05-09
C210586,Florencia,app,32,2025-02-01
C210587,Popayán,tienda,18,2024-05-28
C210588,Tunja,web,26,2024-04-28
C210589,Tunja,web,19,2025-09-06
C210590,Villavicencio,web,20,2024-06-02
C210591,Pasto,web,26,2025-09-16
C210592,Cartagena,app,38,2024-08-05
C210593,Manizales,web,31,2024-08-09
C210594,Yopal,web,29,2024-11-19
C210595,Santa Marta,tienda,41,2024-02-10
C210596,Ibagué,app,18,2024-05-23
C210597,Pasto,app,29,2024-02-04
C210598,Ibagué,app,37,2025-03-25
C210599,Montería,web,31,2025-08-31
C210600,Ibagué,app,20,2025-07-04
C210601,Villavicencio,app,34,2024-12-10
C210602,Pasto,web,46,2024-08-20
C210603,Barranquilla,tienda,37,2025-08-27
C210604,Ibagué,web,44,2024-10-05
C210605,Villavicencio,web,22,2024-02-28
C210606,Neiva,web,35,2024-08-15
C210607,Montería,app,45,2025-07-08
C210608,Cali,web,30,2024-04-30
C210609,Montería,web,42,2024-10-11
C210610,Valledupar,app,34,2024-06-29
C210611,Tunja,app,27,2024-10-21
C210612,Cali,app,35,2025-04-02
C210613,Montería,web,32,2024-01-05
C210614,Popayán,web,38,2025-03-10
C210615,Florencia,web,23,2024-08-29
C210616,Ibagué,app,29,2024-06-29
C210617,Villavicencio,tienda,20,2024-09-24
C210618,Neiva,callcenter,42,2024-04-04
C210619,Ibagué,app,32,2025-05-29
C210620,Yopal,tienda,36,2025-02-28
C210621,Bucaramanga,tienda,29,2024-01-08
C210622,Valledupar,callcenter,29,2025-08-16
C210623,Ibagué,web,26,2024-01-21
C210624,Neiva,web,62,2025-06-13
C210625,Yopal,web,39,2024-08-20
C210626,Bucaramanga,web,18,2024-05-29
C210627,Florencia,web,23,2025-10-29
C210628,Cartagena,app,49,2025-10-15
C210629,Santa Marta,web,41,2025-06-02
C210630,Pasto,web,36,2024-10-07
C210631,Pasto,app,39,2024-05-17
C210632,Barranquilla,tienda,31,2024-04-06
C210633,Cali,web,40,2024-01-09
C210634,Neiva,web,25,2025-10-26
C210635,Neiva,web,43,2025-10-19
C210636,Tunja,web,31,2025-07-07
C210637,Bucaramanga,tienda,41,2024-07-20
C210638,Yopal,app,22,2024-11-07
C210639,Popayán,web,20,2025-09-24
C210640,Manizales,web,25,2024-03-10
C210641,Pereira,web,24,2024-03-10
C210642,Villavicencio,web,38,2025-02-09
C210643,Bogotá,app,24,2024-05-03
C210644,Pereira,tienda,23,2025-01-20
C210645,Barranquilla,tienda,20,2024-05-26
C210646,Neiva,app,20,2025-07-21
C210647,Cartagena,tienda,28,2024-08-29
C210648,Valledupar,app,26,2024-05-28
C210649,Popayán,web,18,2024-03-24
C210650,Barranquilla,callcenter,27,2025-06-30
C210651,Bucaramanga,web,31,2025-06-13
C210652,Medellín,tienda,38,2025-02-01
C210653,Neiva,web,25,2024-10-04
C210654,Bogotá,web,24,2024-07-21
C210655,Pereira,web,38,2025-04-12
C210656,Cali,tienda,24,2024-09-24
C210657,Bucaramanga,web,32,2024-01-18
C210658,Tunja,web,25,2025-02-17
C210659,Tunja,app,36,2024-05-30
C210660,Sincelejo,app,45,2025-01-10
C210661,Neiva,callcenter,37,2025-04-04
C210662,Montería,web,37,2024-04-29
C210663,Bucaramanga,app,43,2024-10-25
C210664,Sincelejo,tienda,25,2024-09-01
C210665,Valledupar,callcenter,24,2024-08-05
C210666,Ibagué,app,24,2025-08-26
C210667,Santa Marta,web,41,2025-08-24
C210668,Barranquilla,web,26,2024-11-01
C210669,Pasto,web,39,2024-08-07
C210670,Pasto,app,20,2024-12-19
C210671,Yopal,app,34,2024-08-22
C210672,Florencia,web,36,2024-10-02
C210673,Florencia,callcenter,41,2024-01-10
C210674,Barranquilla,web,32,2025-03-03
C210675,Medellín,web,31,2025-01-11
C210676,Cali,web,36,2025-05-24
C210677,Montería,web,30,2024-01-26
C210678,Villavicencio,tienda,29,2024-02-20
C210679,Neiva,web,45,2024-12-08
C210680,Villavicencio,web,20,2025-05-18
C210681,Neiva,web,57,2024-05-30
C210682,Santa Marta,web,45,2025-05-12
C210683,Popayán,web,52,2024-04-14
C210684,Bucaramanga,tienda,46,2024-11-22
C210685,Pereira,tienda,31,2025-10-09
C210686,Yopal,callcenter,22,2024-06-19
C210687,Tunja,tienda,30,2024-07-07
C210688,Cali,app,45,2025-08-23
C210689,Bucaramanga,web,29,2024-06-27
C210690,Bogotá,callcenter,36,2024-11-24
C210691,Yopal,web,28,2025-02-15
C210692,Yopal,app,27,2025-04-30
C210693,Montería,web,30,2025-09-02
C210694,Villavicencio,app,21,2025-06-27
C210695,Sincelejo,tienda,32,2024-06-15
C210696,Pasto,web,22,2024-12-11
C210697,Villavicencio,web,25,2024-02-17
C210698,Pereira,app,39,2025-05-04
C210699,Tunja,callcenter,38,2025-02-27
C210700,Yopal,app,18,2024-02-13
C210701,Cartagena,tienda,51,2024-07-09
C210702,Barranquilla,web,24,2024-11-01
C210703,Ibagué,web,31,2024-04-14
C210704,Santa Marta,tienda,36,2025-10-11
C210705,Popayán,app,37,2024-02-26
C210706,Pasto,app,41,2024-05-19
C210707,Medellín,tienda,35,2024-05-09
C210708,Yopal,web,38,2025-06-24
C210709,Tunja,callcenter,39,2025-06-09
C210710,Tunja,tienda,47,2025-05-08
C210711,Yopal,tienda,19,2024-03-25
C210712,Tunja,callcenter,40,2024-01-20
C210713,Neiva,tienda,47,2024-07-15
C210714,Santa Marta,tienda,47,2025-01-09
C210715,Pasto,app,18,2025-10-14
C210716,Sincelejo,web,32,2024-02-13
C210717,Pasto,tienda,26,2025-03-20
C210718,Pereira,tienda,34,2025-07-17
C210719,Bucaramanga,tienda,32,2025-01-28
C210720,Medellín,tienda,41,2025-06-03
C210721,Manizales,web,21,2025-08-10
C210722,Neiva,callcenter,36,2024-10-06
C210723,Tunja,web,46,2024-06-29
C210724,Cartagena,web,28,2024-03-15
C210725,Yopal,app,43,2025-08-13
C210726,Florencia,web,26,2025-10-08
C210727,Pasto,tienda,40,2024-02-07
C210728,Barranquilla,tienda,38,2025-10-21
C210729,Montería,web,48,2025-02-25
C210730,Santa Marta,web,45,2025-06-16
C210731,Pereira,app,31,2025-05-03
C210732,Barranquilla,tienda,35,2025-01-22
C210733,Santa Marta,app,49,2024-10-09
C210734,Cartagena,web,41,2024-09-14
C210735,Popayán,app,39,2025-03-18
C210736,Villavicencio,web,33,2024-11-17
C210737,Ibagué,web,41,2025-07-23
C210738,Pereira,web,48,2024-09-21
C210739,Santa Marta,tienda,39,2025-02-19
C210740,Cartagena,tienda,46,2025-08-06
C210741,Florencia,callcenter,39,2024-07-21
C210742,Barranquilla,web,42,2024-07-11
C210743,Ibagué,app,40,2024-07-07
C210744,Cartagena,web,34,2024-07-15
C210745,Bucaramanga,web,26,2024-07-16
C210746,Barranquilla,app,31,2024-12-11
C210747,Manizales,app,45,2024-06-23
C210748,Valledupar,web,25,2025-03-17
C210749,Tunja,app,50,2024-05-12
C210750,Pereira,web,18,2024-12-24
C210751,Bogotá,web,38,2024-09-27
C210752,Florencia,web,28,2025-08-10
C210753,Medellín,web,41,2025-04-15
C210754,Valledupar,tienda,35,2024-08-17
C210755,Valledupar,callcenter,33,2025-05-09
C210756,Manizales,web,32,2025-08-19
C210757,Bogotá,web,40,2025-08-10
C210758,Popayán,app,18,2024-04-16
C210759,Bogotá,web,32,2024-07-20
C210760,Montería,web,18,2024-11-18
C210761,Manizales,app,32,2025-10-13
C210762,Santa Marta,tienda,32,2025-10-20
C210763,Yopal,app,44,2025-03-11
C210764,Neiva,app,32,2024-09-30
C210765,Villavicencio,web,28,2024-08-19
C210766,Tunja,web,30,2024-09-22
C210767,Bucaramanga,web,21,2025-02-10
C210768,Villavicencio,web,25,2024-12-16
C210769,Santa Marta,web,42,2025-04-20
