tienda_id,sku,stock,fecha_stock
S1110,SKU100490,20,2024-10-11
S1078,SKU100399,28,2025-01-06
S1122,SKU100644,22,2025-06-01
S1047,SKU100395,25,2024-01-24
S1131,SKU100418,18,2024-05-27
S1049,SKU100004,17,2024-12-04
S1022,SKU100707,28,2024-06-28
S1059,SKU100211,23,2025-08-22
S1056,SKU100135,15,2024-03-31
S1124,SKU100629,33,2025-10-24
S1143,SKU100754,17,2025-07-19
S1140,SKU100138,24,2024-09-03
S1024,SKU100463,16,2025-08-09
S1000,SKU100175,29,2025-06-03
S1106,SKU100682,11,2025-05-19
S1123,SKU100123,27,2024-09-24
S1145,SKU100394,23,2025-07-10
S1018,SKU100303,18,2025-01-05
S1072,SKU100638,20,2025-03-16
S1024,SKU100553,19,2024-07-14
S1090,SKU100122,25,2024-12-22
S1078,SKU100752,18,2024-09-16
S1117,SKU100363,24,2025-02-18
S1108,SKU100126,18,2024-06-08
S1106,SKU100756,20,2025-02-27
S1010,SKU100213,22,2024-12-24
S1139,SKU100289,20,2024-11-08
S1149,SKU100334,14,2024-04-27
S1038,SKU100407,19,2025-03-08
S1007,SKU100428,28,2025-09-16
S1131,SKU100188,15,2024-09-10
S1040,SKU100513,19,2025-08-14
S1117,SKU100579,23,2025-03-02
S1080,SKU100727,19,2025-07-30
S1103,SKU100073,16,2024-10-12
S1078,SKU100797,14,2025-05-06
S1021,SKU100771,24,2025-03-13
S1002,SKU100579,28,2024-07-20
S1097,SKU100391,16,2024-10-07
S1017,SKU100688,27,2025-01-14
S1094,SKU100629,22,2024-11-23
S1043,SKU100635,19,2025-09-30
S1048,SKU100161,18,2025-03-20
S1086,SKU100462,17,2024-02-05
S1135,SKU100613,16,2025-07-06
S1011,SKU100560,20,2025-06-26
S1129,SKU100343,15,2025-08-02
S1011,SKU100433,26,2024-06-10
S1145,SKU100015,22,2025-06-03
S1048,SKU100056,24,2025-07-21
S1056,SKU100292,17,2025-08-30
S1123,SKU100754,15,2024-09-23
S1018,SKU100080,19,2025-04-15
S1047,SKU100050,22,2024-03-10
S1035,SKU100480,21,2025-08-08
S1054,SKU100025,25,2024-03-07
S1035,SKU100239,20,2024-05-19
S1135,SKU100640,23,2025-06-06
S1092,SKU100653,18,2025-06-25
S1146,SKU100338,17,2025-09-07
S1024,SKU100710,16,2024-08-24
S1035,SKU100606,21,2025-10-03
S1039,SKU100036,31,2024-09-08
S1118,SKU100156,16,2024-05-13
S1037,SKU100201,17,2024-05-31
S1011,SKU100209,24,2024-07-24
S1062,SKU100380,25,2025-10-03
S1141,SKU100153,19,2025-05-25
S1056,SKU100229,21,2025-03-26
S1147,SKU100553,23,2024-06-05
S1091,SKU100069,16,2024-08-02
S1027,SKU100715,15,2025-01-06
S1030,SKU100246,29,2024-05-07
S1149,SKU100509,19,2024-11-01
S1120,SKU100249,23,2024-11-19
S1138,SKU100677,21,2024-11-30
S1117,SKU100616,21,2024-05-30
S1040,SKU100449,24,2024-04-17
S1141,SKU100479,22,2025-05-02
S1099,SKU100448,29,2025-10-23
S1136,SKU100160,26,2025-09-30
S1062,SKU100400,26,2024-08-19
S1001,SKU100650,13,2024-11-01
S1141,SKU100731,18,2024-12-23
S1075,SKU100186,19,2025-08-23
S1033,SKU100607,13,2024-02-17
S1098,SKU100776,21,2024-09-12
S1104,SKU100336,22,2024-09-27
S1026,SKU100311,15,2025-05-20
S1065,SKU100702,19,2025-01-24
S1066,SKU100521,17,2024-02-28
S1096,SKU100346,12,2024-08-20
S1117,SKU100277,21,2025-02-13
S1050,SKU100024,21,2024-11-23
S1103,SKU100158,21,2024-06-03
S1005,SKU100391,19,2024-08-06
S1135,SKU100066,18,2025-09-18
S1079,SKU100692,21,2025-09-29
S1142,SKU100651,23,2025-02-28
S1076,SKU100579,18,2024-10-14
S1031,SKU100601,21,2024-08-09
S1129,SKU100719,26,2024-09-07
S1112,SKU100144,20,2024-07-07
S1012,SKU100177,16,2024-05-24
S1131,SKU100081,17,2025-10-10
S1016,SKU100213,20,2025-03-16
S1002,SKU100777,20,2025-07-13
S1001,SKU100530,23,2025-06-02
S1069,SKU100243,19,2024-10-14
S1055,SKU100599,19,2025-08-27
S1030,SKU100296,17,2025-07-23
S1021,SKU100593,30,2025-09-14
S1140,SKU100118,21,2025-10-06
S1019,SKU100717,22,2024-04-07
S1112,SKU100605,14,2024-10-21
S1105,SKU100255,15,2025-10-16
S1049,SKU100021,27,2024-04-23
S1086,SKU100001,23,2024-11-21
S1116,SKU100771,24,2024-08-19
S1071,SKU100585,16,2024-02-01
S1086,SKU100054,11,2025-03-12
S1072,SKU100289,26,2024-06-01
S1061,SKU100174,27,2024-02-26
S1112,SKU100099,26,2025-06-12
S1042,SKU100584,19,2024-06-23
S1142,SKU100665,22,2025-02-22
S1001,SKU100145,12,2025-02-12
S1133,SKU100287,11,2024-01-10
S1067,SKU100780,23,2024-07-28
S1028,SKU100419,28,2025-08-14
S1022,SKU100690,15,2025-05-04
S1096,SKU100606,27,2024-05-07
S1054,SKU100700,25,2024-06-02
S1104,SKU100183,12,2024-12-02
S1069,SKU100059,19,2024-10-23
S1133,SKU100758,13,2024-03-01
S1134,SKU100785,13,2024-10-27
S1084,SKU100117,16,2024-01-28
S1109,SKU100238,26,2025-02-07
S1033,SKU100246,12,2024-02-07
S1129,SKU100106,18,2024-12-15
S1050,SKU100501,16,2024-05-20
S1003,SKU100753,23,2024-02-01
S1081,SKU100494,24,2025-08-25
S1075,SKU100078,24,2025-10-24
S1009,SKU100248,21,2024-02-24
S1121,SKU100420,15,2025-08-30
S1040,SKU100179,16,2024-09-23
S1106,SKU100746,22,2025-08-18
S1085,SKU100615,21,2025-06-06
S1068,SKU100125,15,2024-04-18
S1083,SKU100131,20,2024-02-05
S1092,SKU100546,24,2024-08-25
S1053,SKU100539,10,2024-01-25
S1089,SKU100085,24,2025-10-03
S1110,SKU100239,24,2025-03-09
S1080,SKU100504,19,2025-06-22
S1132,SKU100075,22,2025-07-01
S1030,SKU100421,13,2025-10-20
S1072,SKU100794,11,2025-02-20
S1071,SKU100731,18,2024-06-06
S1111,SKU100420,17,2025-05-03
S1128,SKU100281,20,2024-03-06
S1122,SKU100108,22,2024-07-02
S1048,SKU100174,13,2024-09-02
S1015,SKU100102,18,2025-05-24
S1015,SKU100182,24,2024-09-22
S1025,SKU100346,18,2025-02-27
S1133,SKU100790,20,2025-08-06
S1087,SKU100701,17,2024-11-08
S1030,SKU100100,27,2025-02-08
S1141,SKU100376,13,2024-11-07
S1134,SKU100083,25,2024-08-24
S1030,SKU100054,25,2025-10-25
S1024,SKU100292,21,2025-04-24
S1098,SKU100046,19,2025-06-01
S1033,SKU100195,20,2024-07-28
S1094,SKU100255,19,2025-08-11
S1086,SKU100649,22,2024-02-13
S1101,SKU100521,15,2024-04-18
S1041,SKU100522,16,2024-05-07
S1003,SKU100099,19,2024-03-20
S1069,SKU100049,22,2024-01-20
S1137,SKU100116,15,2025-02-18
S1035,SKU100709,21,2025-08-28
S1062,SKU100344,20,2024-06-23
S1109,SKU100233,20,2025-08-27
S1020,SKU100408,13,2024-07-15
S1126,SKU100391,12,2024-01-04
S1101,SKU100050,16,2024-06-03
S1036,SKU100463,20,2025-08-31
S1024,SKU100406,22,2025-03-30
S1143,SKU100597,24,2024-04-23
S1046,SKU100474,27,2025-09-25
S1135,SKU100648,12,2025-05-21
S1142,SKU100569,22,2025-08-05
S1070,SKU100479,15,2024-07-26
S1131,SKU100789,22,2025-08-21
S1117,SKU100091,26,2024-08-19
S1139,SKU100078,15,2024-12-05
S1050,SKU100544,17,2025-02-10
S1058,SKU100314,20,2025-07-13
S1127,SKU100685,17,2025-04-06
S1113,SKU100765,19,2024-02-15
S1011,SKU100356,16,2024-09-16
S1022,SKU100012,20,2024-11-14
S1065,SKU100485,29,2024-06-10
S1059,SKU100001,22,2024-12-03
S1142,SKU100031,15,2024-08-02
S1047,SKU100529,26,2025-07-19
S1042,SKU100096,22,2025-05-19
S1055,SKU100116,16,2025-05-05
S1020,SKU100713,19,2024-07-30
S1076,SKU100523,20,2025-09-22
S1044,SKU100318,27,2025-02-16
S1023,SKU100757,21,2024-11-12
S1077,SKU100755,18,2024-05-02
S1059,SKU100021,23,2025-08-21
S1070,SKU100778,33,2024-10-09
S1075,SKU100316,25,2024-01-18
S1097,SKU100580,21,2025-08-26
S1118,SKU100545,26,2025-06-04
S1075,SKU100150,20,2024-07-29
S1083,SKU100576,15,2024-12-25
S1105,SKU100226,20,2025-08-25
S1076,SKU100593,17,2024-09-29
S1004,SKU100778,25,2025-10-01
S1005,SKU100093,34,2024-07-15
S1115,SKU100429,17,2024-10-11
S1134,SKU100737,12,2025-06-29
S1057,SKU100252,17,2024-10-22
S1070,SKU100368,17,2025-05-21
S1001,SKU100062,15,2024-06-06
S1066,SKU100106,25,2025-06-23
S1093,SKU100091,20,2024-10-26
S1022,SKU100202,22,2025-06-27
S1011,SKU100219,21,2024-10-19
S1006,SKU100453,23,2024-02-18
S1099,SKU100399,19,2024-08-09
S1018,SKU100488,30,2024-08-13
S1001,SKU100396,17,2025-07-27
S1027,SKU100397,30,2025-02-19
S1102,SKU100569,10,2024-07-06
S1068,SKU100423,24,2025-02-24
S1079,SKU100706,15,2024-03-29
S1137,SKU100690,18,2024-02-13
S1034,SKU100656,21,2024-04-28
S1007,SKU100613,23,2024-12-19
S1133,SKU100500,18,2025-06-14
S1032,SKU100543,23,2024-01-24
S1079,SKU100786,16,2024-12-28
S1133,SKU100072,25,2025-08-29
S1131,SKU100108,13,2024-10-04
S1136,SKU100398,12,2024-03-07
S1146,SKU100402,35,2024-07-11
S1035,SKU100231,24,2025-08-08
S1071,SKU100260,22,2024-07-16
S1065,SKU100057,24,2024-10-24
S1083,SKU100378,21,2025-01-08
S1112,SKU100145,15,2025-03-06
S1079,SKU100510,18,2024-03-01
S1118,SKU100175,32,2025-05-26
S1021,SKU100227,22,2025-08-05
S1146,SKU100419,23,2025-08-11
S1050,SKU100665,26,2024-10-21
S1103,SKU100156,18,2024-06-17
S1006,SKU100724,17,2025-01-03
S1149,SKU100076,21,2025-09-23
S1104,SKU100007,18,2024-11-01
S1069,SKU100598,17,2024-06-07
S1075,SKU100112,21,2025-05-05
S1122,SKU100753,19,2025-06-21
S1040,SKU100198,18,2025-04-26
S1017,SKU100639,21,2025-03-08
S1007,SKU100064,23,2024-03-21
S1112,SKU100057,19,2025-05-28
S1099,SKU100433,19,2024-12-11
S1134,SKU100384,23,2024-04-19
S1062,SKU100448,19,2024-08-17
S1034,SKU100102,18,2024-05-26
S1139,SKU100371,23,2024-03-13
S1142,SKU100589,17,2024-08-16
S1055,SKU100354,25,2025-02-17
S1131,SKU100256,20,2024-06-09
S1013,SKU100312,16,2024-06-02
S1123,SKU100040,15,2025-07-27
S1093,SKU100710,21,2024-10-30
S1116,SKU100090,19,2024-04-30
S1040,SKU100426,30,2025-09-03
S1081,SKU100397,20,2024-05-22
S1088,SKU100393,13,2025-09-01
S1071,SKU100103,31,2024-12-28
S1109,SKU100323,20,2025-02-02
S1101,SKU100399,15,2025-07-23
S1107,SKU100468,21,2024-08-04
S1024,SKU100343,23,2025-04-22
S1117,SKU100791,24,2024-07-10
S1028,SKU100085,24,2024-08-25
S1030,SKU100143,18,2025-07-07
S1009,SKU100506,19,2024-01-03
S1004,SKU100107,18,2025-08-09
S1133,SKU100705,31,2025-02-18
S1004,SKU100709,26,2025-10-08
S1086,SKU100641,21,2025-10-23
S1134,SKU100786,24,2024-10-24
S1145,SKU100196,13,2025-03-19
S1094,SKU100583,19,2024-01-14
S1108,SKU100502,18,2025-08-05
S1047,SKU100419,23,2025-02-16
S1046,SKU100370,27,2025-09-18
S1086,SKU100140,20,2025-09-16
S1088,SKU100471,23,2025-09-22
S1107,SKU100080,26,2025-02-06
S1089,SKU100028,19,2024-03-11
S1060,SKU100192,24,2025-05-08
S1088,SKU100621,20,2024-09-08
S1131,SKU100661,16,2025-10-23
S1066,SKU100548,22,2025-02-14
S1012,SKU100528,17,2025-01-12
S1106,SKU100067,24,2025-02-20
S1129,SKU100441,20,2025-04-01
S1132,SKU100758,17,2024-01-14
S1048,SKU100769,21,2025-04-10
S1002,SKU100258,19,2025-03-09
S1052,SKU100286,19,2024-08-22
S1037,SKU100164,26,2024-04-16
S1126,SKU100553,23,2024-11-16
S1095,SKU100222,18,2025-04-03
S1033,SKU100126,18,2025-08-24
S1000,SKU100066,26,2024-11-22
S1061,SKU100224,20,2024-06-10
S1149,SKU100557,15,2024-05-15
S1144,SKU100222,25,2024-11-15
S1002,SKU100578,18,2024-04-02
S1003,SKU100287,23,2025-01-12
S1001,SKU100048,18,2024-07-18
S1063,SKU100501,22,2024-02-04
S1107,SKU100352,21,2025-01-06
S1141,SKU100316,23,2025-07-11
S1145,SKU100677,18,2024-05-26
S1004,SKU100108,29,2024-07-09
S1077,SKU100043,17,2024-08-06
S1086,SKU100443,29,2024-05-02
S1085,SKU100753,22,2024-02-11
S1000,SKU100151,23,2025-05-26
S1090,SKU100460,17,2025-07-09
S1140,SKU100500,20,2025-03-05
S1009,SKU100688,22,2024-06-17
S1011,SKU100625,25,2025-10-16
S1083,SKU100625,22,2025-02-04
S1014,SKU100146,25,2024-11-03
S1118,SKU100753,20,2025-01-25
S1144,SKU100007,20,2024-06-30
S1069,SKU100400,19,2025-08-10
S1049,SKU100404,16,2025-01-16
S1017,SKU100796,22,2024-01-05
S1147,SKU100114,24,2025-10-27
S1132,SKU100783,26,2024-07-20
S1049,SKU100786,25,2025-02-07
S1133,SKU100430,27,2024-09-01
S1068,SKU100543,19,2024-09-24
S1138,SKU100192,26,2025-08-05
S1097,SKU100136,20,2025-05-27
S1104,SKU100600,22,2025-06-18
S1106,SKU100081,20,2025-01-04
S1105,SKU100717,18,2024-05-19
S1049,SKU100398,15,2025-08-02
S1113,SKU100687,17,2024-09-16
S1121,SKU100068,27,2024-02-24
S1116,SKU100726,20,2024-11-10
S1117,SKU100325,22,2024-07-03
S1047,SKU100612,20,2025-10-07
S1105,SKU100733,16,2024-10-26
S1146,SKU100723,18,2025-07-30
S1076,SKU100689,15,2024-07-25
S1046,SKU100705,21,2024-03-12
S1098,SKU100637,14,2025-08-11
S1025,SKU100366,20,2025-08-16
S1069,SKU100724,17,2024-01-23
S1138,SKU100647,24,2024-04-20
S1118,SKU100552,23,2024-02-27
S1139,SKU100746,15,2024-06-26
S1022,SKU100687,20,2024-08-05
S1067,SKU100098,14,2024-07-19
S1035,SKU100264,21,2024-11-05
S1083,SKU100167,29,2024-09-27
S1113,SKU100770,21,2024-09-08
S1120,SKU100036,21,2025-02-20
S1092,SKU100039,14,2025-01-09
S1136,SKU100483,30,2025-10-20
S1086,SKU100346,19,2024-06-25
S1010,SKU100329,20,2024-02-21
S1110,SKU100166,30,2025-03-20
S1067,SKU100302,18,2024-03-28
S1136,SKU100082,26,2024-12-27
S1139,SKU100760,21,2025-08-25
S1137,SKU100545,29,2024-12-14
S1098,SKU100452,18,2024-08-10
S1132,SKU100605,16,2025-04-25
S1094,SKU100025,16,2025-03-11
S1025,SKU100231,18,2025-02-26
S1146,SKU100115,22,2024-07-29
S1147,SKU100205,15,2024-06-05
S1134,SKU100472,10,2025-02-04
S1015,SKU100448,25,2025-02-20
S1071,SKU100732,19,2024-02-12
S1020,SKU100305,13,2025-04-12
S1043,SKU100022,24,2025-01-23
S1025,SKU100246,18,2025-09-06
S1070,SKU100638,18,2024-10-28
S1137,SKU100317,14,2025-01-18
S1054,SKU100565,14,2025-01-19
S1044,SKU100558,19,2024-06-12
S1019,SKU100318,19,2024-11-13
S1004,SKU100299,19,2024-04-24
S1099,SKU100181,28,2024-10-03
S1079,SKU100486,11,2025-06-10
S1136,SKU100447,14,2024-02-19
S1050,SKU100366,23,2025-07-18
S1112,SKU100770,15,2024-05-02
S1047,SKU100220,16,2024-07-16
S1105,SKU100679,19,2025-02-15
S1041,SKU100493,16,2024-05-24
S1058,SKU100238,21,2025-01-11
S1012,SKU100513,25,2024-09-11
S1146,SKU100011,19,2025-09-09
S1061,SKU100313,11,2025-05-08
S1081,SKU100795,17,2024-02-27
S1075,SKU100317,20,2024-10-20
S1101,SKU100671,27,2024-07-10
S1128,SKU100290,27,2025-04-08
S1063,SKU100779,24,2024-11-14
S1045,SKU100064,25,2025-07-09
S1010,SKU100608,24,2025-07-05
S1082,SKU100303,14,2024-01-11
S1099,SKU100575,23,2025-08-27
S1107,SKU100104,13,2025-01-17
S1124,SKU100471,24,2025-04-22
S1048,SKU100058,30,2024-01-14
S1120,SKU100579,11,2024-08-01
S1000,SKU100586,18,2024-12-09
S1019,SKU100711,23,2024-03-05
S1146,SKU100625,24,2024-07-29
S1128,SKU100285,21,2024-05-21
S1101,SKU100456,29,2024-09-17
S1107,SKU100069,17,2024-12-26
S1119,SKU100019,23,2025-01-17
S1147,SKU100381,20,2025-03-15
S1030,SKU100094,21,2024-03-08
S1010,SKU100220,24,2024-11-20
S1089,SKU100413,8,2024-11-18
S1041,SKU100326,17,2024-10-31
S1123,SKU100709,22,2024-04-02
S1101,SKU100136,24,2024-10-20
S1017,SKU100058,17,2024-10-30
S1008,SKU100145,18,2024-01-30
S1134,SKU100026,21,2025-09-18
S1088,SKU100464,16,2025-02-09
S1087,SKU100382,18,2025-03-21
S1005,SKU100024,20,2025-08-08
S1014,SKU100783,22,2024-05-31
S1065,SKU100304,15,2024-01-11
S1070,SKU100075,13,2025-01-03
S1088,SKU100436,24,2025-04-13
S1097,SKU100696,21,2025-09-23
S1060,SKU100042,26,2024-12-07
S1095,SKU100744,18,2025-03-18
S1114,SKU100160,33,2024-06-16
S1127,SKU100381,18,2025-10-04
S1111,SKU100158,13,2024-08-17
S1047,SKU100022,19,2024-03-29
S1041,SKU100116,15,2024-10-24
S1115,SKU100326,17,2025-03-31
S1138,SKU100581,19,2024-09-07
S1045,SKU100574,25,2025-02-11
S1054,SKU100577,20,2024-10-23
S1005,SKU100328,27,2024-04-22
S1049,SKU100470,16,2024-03-30
S1007,SKU100120,21,2025-06-29
S1058,SKU100657,12,2024-11-23
S1122,SKU100725,17,2025-09-04
S1100,SKU100719,21,2025-09-15
S1007,SKU100681,26,2025-02-05
S1116,SKU100189,21,2024-10-16
S1001,SKU100687,28,2025-10-29
S1055,SKU100156,21,2024-08-25
S1071,SKU100531,18,2025-05-10
S1049,SKU100794,18,2025-02-25
S1036,SKU100232,25,2025-01-04
S1119,SKU100493,16,2024-03-09
S1093,SKU100430,24,2025-01-11
S1125,SKU100487,11,2024-06-05
S1069,SKU100384,17,2024-06-12
S1099,SKU100558,19,2025-07-08
S1083,SKU100209,21,2024-01-06
S1047,SKU100283,31,2024-02-21
S1029,SKU100780,19,2025-04-23
S1075,SKU100517,20,2024-04-29
S1072,SKU100159,14,2025-09-13
S1107,SKU100665,12,2024-05-21
S1143,SKU100618,23,2025-01-03
S1130,SKU100563,17,2025-05-08
S1009,SKU100498,25,2025-08-24
S1112,SKU100367,18,2025-03-04
S1121,SKU100648,15,2024-05-03
S1073,SKU100447,20,2025-01-28
S1088,SKU100542,20,2024-09-26
S1086,SKU100692,17,2024-04-14
S1112,SKU100562,14,2025-01-15
S1095,SKU100403,17,2024-06-18
S1076,SKU100375,22,2025-07-30
S1022,SKU100794,17,2024-05-06
S1148,SKU100183,17,2025-04-30
S1070,SKU100140,21,2024-08-21
S1114,SKU100581,21,2024-02-20
S1061,SKU100271,23,2025-04-22
S1098,SKU100551,23,2025-05-15
S1032,SKU100668,23,2024-08-02
S1143,SKU100371,19,2024-05-09
S1023,SKU100408,19,2025-08-24
S1088,SKU100147,18,2024-03-02
S1046,SKU100683,22,2024-02-12
S1133,SKU100502,17,2025-07-11
S1053,SKU100334,21,2024-04-17
S1027,SKU100088,9,2025-08-12
S1140,SKU100478,16,2025-07-08
S1123,SKU100543,18,2025-01-19
S1100,SKU100246,23,2024-10-10
S1066,SKU100642,27,2024-03-24
S1017,SKU100280,23,2024-01-19
S1072,SKU100573,21,2024-11-18
S1122,SKU100681,19,2025-04-25
S1124,SKU100451,18,2024-03-18
S1076,SKU100455,13,2024-01-08
S1104,SKU100796,16,2025-09-06
S1050,SKU100598,23,2025-05-24
S1114,SKU100674,18,2024-02-29
S1019,SKU100018,22,2025-03-15
S1049,SKU100068,13,2025-03-17
S1134,SKU100549,19,2024-02-13
S1112,SKU100794,21,2025-09-28
S1045,SKU100509,16,2024-08-05
S1124,SKU100582,16,2025-04-27
S1107,SKU100056,20,2025-03-07
S1104,SKU100683,26,2024-10-05
S1138,SKU100517,26,2025-07-15
S1133,SKU100685,12,2024-06-27
S1097,SKU100448,26,2025-08-03
S1072,SKU100747,23,2024-03-30
S1044,SKU100009,28,2024-09-27
S1084,SKU100702,22,2024-12-06
S1007,SKU100680,12,2025-09-04
S1083,SKU100481,14,2024-09-29
S1136,SKU100303,18,2025-10-02
S1103,SKU100179,19,2024-09-12
S1036,SKU100071,25,2024-04-04
S1103,SKU100214,18,2024-03-24
S1067,SKU100790,17,2024-02-22
S1104,SKU100338,15,2025-02-12
S1023,SKU100544,22,2025-09-01
S1103,SKU100325,15,2025-01-25
S1029,SKU100354,19,2024-03-31
S1059,SKU100087,21,2025-01-20
S1033,SKU100065,22,2024-10-27
S1075,SKU100073,26,2024-05-12
S1059,SKU100729,21,2024-07-13
S1133,SKU100128,23,2025-06-21
S1128,SKU100657,23,2025-03-20
S1123,SKU100638,21,2024-09-21
S1012,SKU100544,23,2025-06-03
S1110,SKU100676,25,2025-02-28
S1130,SKU100437,27,2025-01-23
S1080,SKU100110,27,2024-04-17
S1064,SKU100447,26,2024-08-22
S1104,SKU100054,26,2024-01-20
S1026,SKU100506,8,2025-05-31
S1003,SKU100784,19,2025-10-14
S1089,SKU100580,30,2025-06-18
S1060,SKU100628,16,2024-02-11
S1106,SKU100474,20,2025-03-04
S1009,SKU100109,24,2025-07-02
S1085,SKU100378,20,2024-03-03
S1042,SKU100188,22,2024-04-22
S1099,SKU100315,14,2024-01-31
S1019,SKU100755,23,2024-10-20
S1034,SKU100269,18,2025-08-25
S1098,SKU100383,18,2024-07-20
S1085,SKU100157,23,2024-06-22
S1092,SKU100735,22,2025-05-19
S1124,SKU100574,23,2025-01-09
S1115,SKU100200,22,2025-03-19
S1081,SKU100117,20,2025-07-31
S1097,SKU100556,22,2025-05-10
S1061,SKU100142,25,2024-12-05
S1001,SKU100184,26,2025-10-29
S1040,SKU100474,25,2024-01-01
S1031,SKU100084,24,2025-01-01
S1054,SKU100668,20,2025-02-16
S1020,SKU100512,22,2024-02-12
S1012,SKU100061,16,2025-07-20
S1036,SKU100084,18,2024-03-30
S1071,SKU100615,31,2024-03-23
S1132,SKU100052,23,2024-11-16
S1008,SKU100737,21,2025-04-08
S1136,SKU100260,24,2024-02-10
S1113,SKU100702,15,2025-05-18
S1080,SKU100340,23,2025-08-11
S1092,SKU100457,16,2024-03-28
S1124,SKU100252,18,2024-04-08
S1074,SKU100703,18,2025-02-26
S1055,SKU100153,16,2025-08-15
S1143,SKU100184,26,2025-03-22
S1058,SKU100620,12,2024-08-19
S1017,SKU100192,17,2024-07-03
S1032,SKU100678,20,2024-07-24
S1016,SKU100562,19,2024-10-04
S1061,SKU100425,16,2025-06-03
S1099,SKU100594,26,2025-05-27
S1067,SKU100638,21,2025-01-29
S1132,SKU100254,20,2025-09-25
S1091,SKU100601,18,2024-07-05
S1131,SKU100656,14,2024-08-27
S1002,SKU100536,15,2024-11-30
S1069,SKU100399,17,2025-01-07
S1132,SKU100771,21,2025-05-03
S1127,SKU100211,19,2024-12-29
S1035,SKU100591,15,2025-10-18
S1116,SKU100323,26,2024-10-09
S1130,SKU100279,24,2024-03-23
S1085,SKU100437,23,2024-11-18
S1036,SKU100485,19,2025-07-07
S1027,SKU100663,22,2024-06-30
S1048,SKU100477,20,2024-02-09
S1013,SKU100640,21,2024-04-24
S1036,SKU100265,24,2024-03-23
S1076,SKU100401,21,2024-09-09
S1134,SKU100283,22,2024-04-19
S1089,SKU100577,16,2024-08-02
S1138,SKU100629,16,2024-11-14
S1007,SKU100616,26,2025-03-30
S1015,SKU100388,22,2024-05-15
S1102,SKU100028,18,2024-03-09
S1146,SKU100304,18,2024-04-02
S1119,SKU100537,21,2024-09-02
S1050,SKU100055,22,2024-07-03
S1106,SKU100150,22,2025-08-27
S1108,SKU100297,16,2025-03-22
S1103,SKU100737,17,2025-06-30
S1084,SKU100514,23,2024-05-19
S1136,SKU100579,15,2024-11-10
S1141,SKU100511,25,2025-04-07
S1045,SKU100274,26,2024-08-02
S1068,SKU100777,23,2025-06-14
S1076,SKU100398,19,2024-06-30
S1062,SKU100084,25,2024-10-11
S1036,SKU100745,21,2025-01-10
S1135,SKU100700,13,2025-04-09
S1071,SKU100143,18,2025-07-08
S1010,SKU100593,17,2025-01-05
S1044,SKU100469,18,2025-09-21
S1078,SKU100599,18,2025-04-27
S1062,SKU100701,25,2024-10-20
S1145,SKU100045,23,2025-10-12
S1132,SKU100094,16,2024-05-29
S1020,SKU100146,18,2025-05-16
S1035,SKU100038,12,2025-09-09
S1046,SKU100769,19,2024-04-21
S1018,SKU100349,30,2025-02-24
S1024,SKU100141,11,2025-06-28
S1129,SKU100362,14,2025-05-19
S1020,SKU100215,17,2025-08-20
S1098,SKU100521,20,2024-03-01
S1071,SKU100032,17,2024-09-19
S1083,SKU100297,26,2024-10-10
S1027,SKU100732,16,2024-12-23
S1099,SKU100685,23,2025-09-26
S1084,SKU100169,26,2024-04-14
S1058,SKU100500,14,2024-08-18
S1002,SKU100001,26,2025-04-15
S1137,SKU100462,26,2024-06-13
S1127,SKU100487,17,2025-05-15
S1095,SKU100079,25,2024-08-14
S1013,SKU100768,15,2024-05-13
S1011,SKU100210,23,2024-10-26
S1045,SKU100162,23,2024-03-10
S1110,SKU100027,25,2025-08-11
S1121,SKU100247,24,2025-08-30
S1073,SKU100778,17,2025-01-08
S1118,SKU100521,20,2024-04-08
S1073,SKU100245,19,2024-08-27
S1041,SKU100436,18,2024-10-22
S1119,SKU100262,24,2024-06-30
S1136,SKU100317,13,2025-02-11
S1108,SKU100278,23,2025-08-31
S1056,SKU100079,21,2024-01-01
S1015,SKU100213,23,2024-02-16
S1035,SKU100223,24,2024-02-12
S1059,SKU100557,21,2025-10-03
S1090,SKU100263,14,2024-10-14
S1062,SKU100457,19,2024-11-20
S1111,SKU100492,26,2024-06-16
S1060,SKU100056,21,2024-10-23
S1091,SKU100561,15,2025-09-11
S1087,SKU100550,28,2025-10-03
S1044,SKU100079,27,2025-07-08
S1108,SKU100761,17,2025-08-12
S1071,SKU100780,20,2025-01-04
S1087,SKU100616,23,2025-02-23
S1107,SKU100558,16,2024-12-03
S1038,SKU100141,15,2025-08-31
S1069,SKU100210,31,2025-03-31
S1023,SKU100139,21,2025-06-10
S1020,SKU100152,12,2025-05-25
S1091,SKU100374,17,2025-08-29
S1128,SKU100513,18,2024-09-08
S1133,SKU100200,31,2024-01-28
S1043,SKU100705,15,2025-01-10
S1052,SKU100021,20,2024-02-13
S1122,SKU100556,18,2025-07-01
S1030,SKU100273,28,2025-05-16
S1028,SKU100130,20,2024-06-15
S1084,SKU100478,15,2025-03-27
S1005,SKU100678,22,2024-07-04
S1105,SKU100461,16,2024-06-15
S1014,SKU100468,22,2024-08-20
S1127,SKU100634,14,2024-07-27
S1047,SKU100307,21,2024-12-02
S1064,SKU100729,13,2024-05-23
S1087,SKU100307,22,2024-04-05
S1120,SKU100333,19,2024-01-21
S1112,SKU100071,17,2024-03-17
S1026,SKU100236,22,2024-12-22
S1028,SKU100382,21,2024-09-07
S1106,SKU100539,18,2024-05-24
S1124,SKU100215,28,2024-04-25
